listingUrl,displayAddress,price,propertySubType,propertyImage,detailedDescription,sizeFt,sizeAc,postalCode,brochureUrl,agentCompanyName,agentName,agentCity,agentEmail,agentPhone,agentStreet,agentPostcode,tenure,saleType,date,status
https://www.fleurets.com/properties/nw-524967/freehold-investment-for-sale/travelodge-blackpool-lancashire,Travelodge Seasiders Way Blackpool Lancashire FY1 6JJ,10950000,Freehold Investment,['https://www.fleurets.com/fileimages/NW-524967.JPG'],"Modern, purpose-built hotel comprising 124 bedrooms Potential for additional development 1.82 acres (0.74 ha) Car parking for approximate 194 vehicles Recent internal refurbishment completed 2023 Modern, purpose-built hotel comprising 124 bedrooms Potential for additional development 1.82 acres (0.74 ha) Car parking for approximate 194 vehicles Recent internal refurbishment completed 2023 Coastal Town Letting Bedrooms Car Park To discuss viewing arrangements please contact our North West Office on 0161 683 5445",,1.82,FY1 6JJ,[],Fleurets,,,northwest@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/s-620351/freehold-hotels-non-leisure-experiential-leisure-holiday-and-caravan-parks-for-sale/flexible-rural-retreat-mayfield-east-sussex,Flexible Rural Retreat Witherenden Road Mayfield East Sussex TN20 6RS,3900000,Freehold Hotels Non Leisure Experiential Leisure Holiday And Caravan Parks,['https://www.fleurets.com/fileimages/S-620351.JPG'],A diverse and flexible rural retreat Stunning location in East Sussex Privately owned Site area approx. 12 acres Sleeps up to 32 people A diverse and flexible rural retreat Stunning location in East Sussex Privately owned Site area approx. 12 acres Sleeps up to 32 people Countryside Destination Garden Letting Bedrooms Outside Trading Car Park Private Accommodation To discuss viewing arrangements please contact our South Office on 01273 429500,,12.0,TN20 6RS,[],Fleurets,,,south@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/s-419706/freehold-hotels-for-sale/lanes-hotel-brighton-east-sussex,Lanes Hotel 70-72 Marine Parade Brighton East Sussex BN2 1AE,3700000,Freehold Hotels,['https://www.fleurets.com/fileimages/S-419706.JPG'],"Substantial freehold property Historic hotel with commanding seafront position 33 well proportioned en-suite letting bedrooms Fully licensed bar, breakfast/dining room and lounges Family owned and operated Substantial freehold property Historic hotel with commanding seafront position 33 well proportioned en-suite letting bedrooms Fully licensed bar, breakfast/dining room and lounges Family owned and operated Destination Function Room Coastal Letting Bedrooms Car Park To discuss viewing arrangements please contact our South Office on 01273 429500",,,BN2 1AE,[],Fleurets,,,south@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/e-519377/freehold-restaurants-hotels-for-sale/kings-newmarket-suffolk,Kings Kingston Passage Newmarket Suffolk CB8 8UG,3250000,Freehold Restaurants Hotels,['https://www.fleurets.com/fileimages/E-519377.JPG'],"36 en-suite letting rooms Historic 17th Century hotel Twelve month income circa £950,000 (Net) Substantial freehold property with high street position Trade garden for circa 150 guests 36 en-suite letting rooms Historic 17th Century hotel Twelve month income circa £950,000 (Net) Substantial freehold property with high street position Trade garden for circa 150 guests Destination Function Room Garden High Street Town Letting Bedrooms Outside Trading Car Park To discuss viewing arrangements please contact our East Office on 01223 402600",,,CB8 8UG,[],Fleurets,,,east@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/la-524731/freehold-pubs-hotels-development-for-sale/star-garter-putney-london,Star & Garter 4 Lower Richmond Road Putney London SW15 1JN,3000000,Freehold Pubs Hotels Development,['https://www.fleurets.com/fileimages/LA-524731.JPG'],"Thames riverside development opportunity with planning consents Existing property across basement, ground and four upper floors Full planning to create either residential apartments or hotel rooms Residential led consent creates 8 private residential apartments Hotel led consent creates 24 en-suite hotel bedrooms Thames riverside development opportunity with planning consents Existing property across basement, ground and four upper floors Full planning to create either residential apartments or hotel rooms Residential led consent creates 8 private residential apartments Hotel led consent creates 24 en-suite hotel bedrooms Town Letting Bedrooms Private Accommodation To discuss viewing arrangements please contact our London Office on 020 7280 4700",,,SW15 1JN,[],Fleurets,,,londonagency@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/nw-524838/freehold-pubs-restaurants-hotels-for-sale/george-dragon-and-altrincham-inn-altrincham-cheshire,George & Dragon and Altrincham Inn (Ex Premier Inn) Manchester Road Altrincham Cheshire WA14 4PH,3000000,Freehold Pubs Restaurants Hotels,['https://www.fleurets.com/fileimages/NW-524838.JPG'],"South Manchester suburban location Ex-branded 43 Bed hotel - pub & restaurant Prominent ""A"" road location Small garden and car park Available For Sale & To Let South Manchester suburban location Ex-branded 43 Bed hotel - pub & restaurant Prominent ""A"" road location Small garden and car park Available For Sale & To Let Garden Suburban Letting Bedrooms Car Park To discuss viewing arrangements please contact our North West Office on 0161 683 5445",,,WA14 4PH,[],Fleurets,,,northwest@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/n-023659/freehold-pubs-restaurants-urban-markets-late-night-venues-experiential-leisure-development-for-sale/former-tokyo-nightclub-lincoln-lincolnshire,Former Tokyo Nightclub 18 Silver Street Lincoln Lincolnshire LN2 1EW,2250000,Freehold Pubs Restaurants Urban Markets Late Night Venues Experiential Leisure Development,['https://www.fleurets.com/fileimages/N-023659.JPG'],"960 capacity venue with 4 trade rooms 3:30am licence with outside area. Leisure circuit close to retail & University GIA c.19,500 sq ft over 3 floors Would suit a variety of leisure uses. 960 capacity venue with 4 trade rooms 3:30am licence with outside area. Leisure circuit close to retail & University GIA c.19,500 sq ft over 3 floors Would suit a variety of leisure uses. High Street Town Late Licence Outside Trading City To discuss viewing arrangements please contact our North Office on 0113 234 0304",19500.0,,LN2 1EW,[],Fleurets,,,north@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/m-528717/freehold-pubs-restaurants-hotels-for-sale/mad-orourkes-pie-factory-tipton-west-midlands,Mad O'Rourke's Pie Factory 50 Hurst Lane Tipton West Midlands DY4 9AB,2000000,Freehold Pubs Restaurants Hotels,['https://www.fleurets.com/fileimages/M-528717.JPG'],Legendary Black Country Pub Oozes character and charm Extremely healthy sales (£1.73m net in 2024) 10 Letting rooms Same ownership for 25 years Legendary Black Country Pub Oozes character and charm Extremely healthy sales (£1.73m net in 2024) 10 Letting rooms Same ownership for 25 years Destination Garden Main Road Town Letting Bedrooms Outside Trading Car Park To discuss viewing arrangements please contact our Midlands Office on 0121 236 5252,,,DY4 9AB,[],Fleurets,,,midlands@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/nw-524872/freehold-pubs-restaurants-for-sale/cherry-tree-bolton-lancashire,Cherry Tree A6 Chorley Road Blackrod Bolton Lancashire BL6 5LA,1950000,Freehold Pubs Restaurants,['https://www.fleurets.com/fileimages/NW-524872.JPG'],"Impressive family-owned established independent restaurant & bar Open plan trading area approximately (220) covers External seating for approx. (130) - Car park approx. (100) Planning consent for function room extension Net turnover for Y/E 31/08/2024 £3,265,986 Impressive family-owned established independent restaurant & bar Open plan trading area approximately (220) covers External seating for approx. (130) - Car park approx. (100) Planning consent for function room extension Net turnover for Y/E 31/08/2024 £3,265,986 Town Outside Trading Car Park To discuss viewing arrangements please contact our North West Office on 0161 683 5445",,,BL6 5LA,[],Fleurets,,,northwest@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
https://www.fleurets.com/properties/nw-424048/freehold-hotels-for-sale/chainbridge-hotel-llangollen-denbighshire,Chainbridge Hotel Berwyn Llangollen Denbighshire LL20 8BS,1800000,Freehold Hotels,['https://www.fleurets.com/fileimages/NW-424048.JPG'],"Historic Country Hotel Stunning location between the River Dee & Llangollen Canal 33 en-suite bedrooms, bar (50) Restaurant (60/80) & function room (100/150) Large car park & outdoor seating (120) in total Historic Country Hotel Stunning location between the River Dee & Llangollen Canal 33 en-suite bedrooms, bar (50) Restaurant (60/80) & function room (100/150) Large car park & outdoor seating (120) in total Countryside Letting Bedrooms Car Park To discuss viewing arrangements please contact our North West Office on 0161 683 5445",,,LL20 8BS,[],Fleurets,,,northwest@fleurets.com,,,,Freehold,For Sale,2026-02-27,Old
