listingUrl,displayAddress,price,propertySubType,propertyImage,detailedDescription,sizeFt,sizeAc,postalCode,brochureUrl,agentCompanyName,agentName,agentCity,agentEmail,agentPhone,agentStreet,agentPostcode,tenure,saleType,date,status
https://www.fifieldglyn.com/property/employment-land-gadbrook-park-rudheath-northwich-cheshire-cw9-7ue-2/,"Employment Land, Gadbrook Park, Rudheath, Northwich, Cheshire, CW9 7UE",1500000,Land,"['https://www.fifieldglyn.com/wp-content/uploads/2024/10/c9c5fdb4-1574-4db6-9661-055e4ca401bc_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2024/10/14eb86cc-0660-4f7e-97c6-467ff73d172d_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2024/10/edb69aac-efe0-4c7e-bae4-d40dee9a581d_web.jpg']","Situation The land is located on Gadbrook Park, just off A556 dual carriageway (Chester - Manchester), about 5 minutes drive from Junction 19 of Motorway M6 and 20 minutes from Manchester Airport. There is a traffic light controlled junction with Gadbrook Road and A556. Other occupiers on Gadbrook Park include The Hut Group, Weaver Vale Housing Association, Roberts Bakery, Chrysalis Day Nursery and Arabica Café Bar. Description The land forms part of the 60 acres Gadbrook Park with Outline Planning Consent for employment use. The land has frontage to both Gadbrook Road and Gadbrook Way. Tenure Comments Freehold Price Offers in the region of £1.5 million Legal Costs Each party to pay their own. Inspection Faye Pattenden 01606 351351 Agency@fifieldglyn.com",26.049,60.0,CW9 7UE,['https://www.fifieldglyn.com/wp-content/uploads/2024/10/1559_9fw6f505jzcrij46.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,Freehold,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/drake-house-gadbrook-way-gadbrook-park-rudheath-northwich-cheshire-cw9-7ra/,"Drake House, Gadbrook Way, Gadbrook Park, Rudheath, Northwich, Cheshire, CW9 7RA",1295000,Office,"['https://www.fifieldglyn.com/wp-content/uploads/2025/10/2ef1e99f-0e96-4441-88df-cdf76a99c080_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/8f74392a-a59a-411a-9adc-6e7e7bcf0c0c_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/e597cca8-6599-42bc-898f-0cc7f47fda50_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/0e33e652-4914-416c-91ed-640309fd1f45_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/07dd09a4-f589-4fca-9f28-de4dd9f2a2b7_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/9e9bc82f-22fa-4576-b88a-cc39f32db908_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/dd60780d-b4b2-4a64-a8ca-6464953b6697_web.jpg']","Situation The property is located on Gadbrook Park which is a strategically well located and popular business park in the heart of Cheshire. Gadbrook Park is one of West Cheshires most established office parks and boats a host of occupiers. The park is located to the South West of Northwich Town Centre and a short drive to Junction 19 M6. The park benefits from excellent road communications being located on the A556 and is close to: - Northwich Town Centre - Junction 19 M6 - Manchester Airport - Chester - Manchester Description The property is a modern self-contained office premises over ground and first floor. The ground floor currently comprises of entrance reception, open plan and cellular offices with meeting rooms, kitchen and dining facilities. The first floor is mainly open plan with a number of meeting rooms and large boardroom. Tenure Comments The property is understood to be Long Leasehold (Title No: CH571961) 999 years from March 2006 with a ground rent of £1,700 pa. Price £1,295,000 plus VAT Rent £125,000 plus VAT per annum EPC An EPC is available upon request VAT VAT is payable on this transaction Legal Costs Each party will be responsible for bearing their own legal costs in respect of the transaction Inspection Faye Pattenden 01606 351351 Agency@fifieldglyn.com",10378.0,,CW9 7RA,['https://www.fifieldglyn.com/wp-content/uploads/2026/01/Drake-House-.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,Leasehold,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/pump-works-barons-quay-northwich-cheshire-cw9-5lq/,"Pump Works, Barons Quay, Northwich, Cheshire CW9 5LQ",500000,"Development, N/A","['https://www.fifieldglyn.com/wp-content/uploads/2022/11/a82eb9e5-875a-443e-b30a-cb4c33e03124_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/a6446f4f-1977-4ce7-b140-fa2318d592e3_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/4ecf9172-6a6b-4675-9069-63e599aeda34_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/7281a1a3-1a21-474d-b05d-b4c425e0172c_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/5edc27c2-0dd1-434a-af0e-009dd3222bce_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/cad965c5-e506-4f42-8b6a-dc17ae9c1e5a_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2022/11/800a1df1-4dad-4b04-86da-81b89b80027a_web.jpg']","Situation The 0.49 acre site together with two vacant buildings adjacent to the new Barons Quay Shopping Centre with 900 space car park and Odeon Cinema complex in the centre of the town fronting directly onto the River Weaver. Approx. population within 30 minute drive is 300,000. Description Two vacant buildings adjacent to the new Barons Quay Shopping Centre Services All mains services are available nearby. Tenure Comments The property is Freehold and free from encumbrances other than United Utilities having access to their Storm Balancing Tanks. Price Offers over £500,000, Subject to Contract and Planning Consent. Inspection Faye Pattenden 01606 351351 Agency@fifieldglyn.com",5.274,0.49,CW9 5LQ,['https://www.fifieldglyn.com/wp-content/uploads/2022/11/1557_i3j6963xjzir5908.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,Freehold,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/5964/,"Unit 20 Haigh Park, Whitehill Industrial Estate, Stockport, SK4 1QR",295000,Industrial,"['https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121305231_iOS-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_123857297_iOS-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121433809_iOS-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121104459_iOS-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121403996_iOS-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121210156_iOS-1-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/IMG_68002-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/IMG_67932-scaled.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2026/01/20251111_121235548_iOS-scaled.jpg']","Location The premises form part of the popular Whitehill Industrial Estate, Reddish which is located 5 minutes’ drive North of Stockport Town Centre and the M60 motorway. Occupiers on the estate include Travis Perkins, Clifton Trade Bathrooms, Screwfix, Boole’s Pipes and Fittings, Ibstock etc. Stockport Town Centre benefits from a mainline rail link, motorway connection (M60) and an extensive retail centre. Manchester International Airport is within 20 minutes’ drive. Description A fully refurbished modern, predominantly single storey, industrial/warehouse and office unit with mezzanine ,constructed of steel portal frame with brickwork elevations and a profile metal sheet roof covering. The offices benefit from part suspended ceilings with integral lighting and double glazed window units and have been fitted out to a very high standard. Car Parking There are 7 allocated parking spaces to the front. Accommodation Ground Floor 1,850 sq ft gross internal area, including reception, office 1, lobby, kitchen area, ladies/disabled and gents toilet, office area 2, store room and main industrial/warehouse area with access via a motorised roller door. Mezzanine floor 1,086 sq ft gross internal area, providing two main areas. Tenure The property is held long leasehold for a term of 125 years from 3 rd November 1983 at a ground rent of £4,300 pa payable to Stockport MBC reviewed every 5 years (next review Nov 2028) Rateable Value ( 2023 Rating List) RV£12,750 (UBR): 49.9p Rates payable 2025-26 - £6,359.25 Rates payable to Stockport MBC Price £295,000 plus VAT Rental The premises may be available to let on a full repairing and insuring lease, for a term to be agreed. Details on application. Inspections Faye Pattenden 01606 351351 Agency@fifieldglyn.com",2936.0,,SK4 1QR,['https://www.fifieldglyn.com/wp-content/uploads/2026/01/20-Haigh-Park-Jan-26.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,Leasehold,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/17-witton-street-northwich-cheshire-cw9-5de/,"17 Witton Street, Northwich, Cheshire CW9 5DE",150000,"Investment, Retail","['https://www.fifieldglyn.com/wp-content/uploads/2021/11/41e00e99-d819-4adb-9ea9-cf306f258d97_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2021/11/6a568644-5bea-4a92-be96-7e97c455900b_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2021/11/4d155dab-ad80-401c-bbf8-62f22c415ce4_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2021/11/5b828cfc-e7a5-4c16-a269-b95cfb2048c2_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2021/11/8387b82b-b934-4346-bbc4-1117f6f01538_web.jpg']","Situation The property is situated in a 100% trading position at the entrance to the new Barons Quay Shopping Centre with frontage on to the pedestrianised Witton Street opposite Hiltons Jewellers and Holland & Barrett. Other well known retailers in the immediate vicinity include McDonalds, Specsavers, The Post Office, Wildwood Restaurant, Specsavers Opticians, Lloyds Bank as seen on the below Experian plan. Description The property was originally constructed about 150 years ago but has been extended and modernised in the intervening period. It is constructed primarily in the traditional Northwich timber frame with brick panel infills under pitched slate covered roofs. Tenancies: Ground Floor plus 1 car space: Let to AT Hitchens Tattooist on a FRI Lease from 25 February 2020 expiring 17 July 2029 at £13,872 pa, with a Rent Review 17 July 2026 geared to RPI or MV, whichever is the higher. First Floor plus 1 car space: Let to K Hitchin Dog Groomers, on a FRI Lease expiring 2029 at £5200.00 pa. Planning Consent (now expired) to convert to 1 Bed Flat. Tenure Comments Freehold but subject to the Tenancies. Price Offers over £150,000. Rateable Value - £10,500 Rate 2025/26: 49.9p",532.0,,CW9 5DE,['https://www.fifieldglyn.com/wp-content/uploads/2021/11/1550_gdz011n283w6n1c9.pdf'],Fifield Glyn,,Cheshire,,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,Freehold,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/hanworth-trading-estate-hampton-road-west-feltham-greater-london-tw13-6dh/,"Hanworth Trading Estate, Hampton Road West, Feltham, Greater London, TW13 6DH",,Car Parking & Storage,"['https://www.fifieldglyn.com/wp-content/uploads/2025/02/9ce79448-f852-4f6d-a3ca-1d495944ff81_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/02/bfd60de4-ba3b-4eae-9a2a-253dbc9acdcf_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/02/ca5345e7-2681-4ded-8764-1ee160be9a75_web.jpg']","Situation The site is located within the Hanworth Trading Estate, off Hampton Road West (A312) which connects with A316 which adjoins M3, circa 2 miles south. Hanworth Road West leads north to Feltham and Heathrow Airport being circa 4 miles to the north west. Central London is situated circa 13 miles north via the A316. Description The property features a storage compound surfaced with tarmac, enclosed by steel palisade fencing and equipped with security lighting. Presently, we believe it offers around 120 parking spaces, with the potential for increased capacity through block parking of vehicles. Intending Lessees to draw their own conclusions by way of site inspection and verification. Tenure Comments A new FRI Lease is available for a term to be agreed. Rent £290,000 plus VAT per annum exclusive (c. £6.95 per sq.ft.). According to the Valuation Office Agency website, the rateable value of the site is £120,000. Transitional adjustments may apply - all applicants are advised to make their own enquiries through the London Borough of Hounslow billing authority. VAT VAT is Applicable. Legal Costs Each party to bear their own legal costs. Inspection Rod Welfare 07712822901 Rod.welfare@fifieldglyn.com",41817.0,,TW13 6DH,['https://www.fifieldglyn.com/wp-content/uploads/2025/02/1526_b0136tqbe5ir8436.pdf'],Fifield Glyn,Tenure Comments,Cheshire,Rod.welfare@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/the-stables-gadbrook-park-northwich-cheshire-ccw9-7ra/,"The Stables, Gadbrook Park, Northwich, Cheshire CCW9 7RA",,Office,"['https://www.fifieldglyn.com/wp-content/uploads/2023/02/580170_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580163_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580164_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580165_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580166_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580167_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580168_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580169_web.jpg']","Situation Other occupiers on Gadbrook Park include Barclays Bank, Weaver Vale Housing Trust, The Hut.com, Chrysalis Day Nursery, Roberts Bakery and Café Arabica. The 85-acre Business Park fronts the A556 (Manchester-Chester) dual carriageway, giving direct access to Junctions 18 and 19 of the M6 (5 minutes' drive) and a drive time of 20 minutes to both Manchester Airport and Crewe Station, with a direct mainline service to London Euston (2 hours). Description The Stables is located on Gadbrook Road, a fully refurbished self contained office building situated on Gadbrook Park, Nr. Northwich in the ""Heart of Cheshire"" Specification The property has recently been fully refurbished to a high specification which includes the following: Feature Entrance Raised Floors and Fully Carpeted Throughout Kitchen Facilities Mixture of Open Plan and Cellular Offices Suspended Ceiling with LG7 compliant Light Fittings Air Conditioning Male / Female and Disabled WC Facilities Gas-Fired Central Heating System Double Glazed Windows DDA compliant platform lift Intruder Alarm On site parking Rent The Rental is £15.00 per sq ft. Terms to be agreed. EPC An EPC certificate is available, rated at C. Legal Costs Each party to be responsible for their own legal costs. Inspection Faye Pattenden Agency@fifieldglyn.com 01606 351351",10200.0,85.0,CW9 7UD,['https://www.fifieldglyn.com/wp-content/uploads/2023/02/1020_s67jn41bz4da8k7e.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,,To Let,2026-02-27,New
https://www.fifieldglyn.com/property/woodlands-house-rudheath-way-gadbrook-park-northwich-cheshire-cw9-7ra/,"Woodlands House, Rudheath Way, Gadbrook Park, Northwich, Cheshire CW9 7RA",,Office,"['https://www.fifieldglyn.com/wp-content/uploads/2023/02/580178_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580172_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580173_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580174_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580175_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580176_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2023/02/580177_web.jpg']","Situation Other occupiers on Gadbrook Park include Barclays Bank, Weaver Vale Housing Trust, The Hut.com, Chrysalis Day Nursery, Roberts Bakery and Café Arabica. The 85-acre Business Park fronts the A556 (Manchester-Chester) dual carriageway, giving direct access to Junctions 18 and 19 of the M6 (5 minutes' drive) and a drive time of 20 minutes to both Manchester Airport and Crewe Station, with a direct mainline service to London Euston (2 hours). Description Woodlands House is located on Rudheath Way, a fully refurbished self contained office building situated on Gadbrook Park, Nr. Northwich in the ""Heart of Cheshire"". Specification The property has recently been fully refurbished to a high specification which includes the following: Feature Entrance Raised Floors and Fully Carpeted Throughout Kitchen Facilities Mixture of Open Plan and Cellular Offices Suspended Ceiling with LG7 compliant Light Fittings Air Conditioning Male / Female and Disabled WC Facilities Gas-Fired Central Heating System Double Glazed Windows DDA compliant platform lift Intruder Alarm On site parking Rent The Rental is £15.00 per sq ft. Terms to be agreed. EPC An EPC certificate is available, rated at C. Legal Costs Each party to be responsible for their own legal costs. Inspection Faye Pattenden Agency@fifieldglyn.com 01606 351351",6200.0,85.0,CW9 7RA,['https://www.fifieldglyn.com/wp-content/uploads/2023/02/1003_bu7n4ucfcy92ge02.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,,To Let,2026-02-27,New
https://www.fifieldglyn.com/property/unit-27-st-asaph-business-park-st-asaph-denbighshire-ll17-0lj/,"Unit 27, St. Asaph Business Park, St. Asaph, Denbighshire, LL17 0LJ",,Office,"['https://www.fifieldglyn.com/wp-content/uploads/2025/06/fb9e1425-50a1-47b4-9421-fb38932dfe58_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/c37366fe-ceef-4785-b0ba-348c2438f98a_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/c454276c-9210-4efc-9a50-5d93a519c5c3_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/637fa259-ac0d-422c-8f36-53e75b3ce528_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/4fac4b92-e0fd-4966-bb3d-c61ecb5e9dee_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/d8fd6136-2ad1-4d77-9ce7-d455e523ad85_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/076f1c95-3e73-40bb-9b06-2b8234d53bad_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/95923a0b-5f8c-431b-bbbf-ef2993b47d99_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/0caa7aeb-7e84-4869-89a7-c168a3121802_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/16f540eb-c24d-4179-a9a1-6405261714a5_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/06/ad8e0af5-7462-40c1-a30c-3f5b3784014a_web.jpg']","Situation Set in Denbighshire at the heart of North Wales and located off the A55 Expressway at junction 26, this Business Park offers quality mixed-use accommodation in 90 acres of beautifully landscaped land with generous parking. The park is home to more than 70 companies and organisations taking advantage of an excellent working environment supported by a regional population of 800,000 and a host of education and training centers. The property is strategically located within St Asaph, the foremost business park in North Wales. St Asaph Business park stands as a contemporary and regionally influential site, hosting leading-edge enterprises in science, engineering, energy, creative industries, and services. Renowned for its world-class expertise in opto-electronics, the Business Park is distinguished by the OpTIC technology centre of Wrexham Glyndwr University - a landmark hub for business, innovation, and technology. Description Discover an unparalleled office environment within the St Asaph Business Park, where sophistication and functionality converge. This contemporary self-contained office space boasts meticulous attention to detail and a suite of features designed to elevate your working experience. Suspended ceilings with integral light fittings Perimeter trunking Double-glazing Carpeted throughout Male/Female WC facilities Kitchen Area On-site car parking Tenure Comments The property is available by way of a new equivalent full repairing and insuring lease (via a service charge) for a minimum term of 3 years. EPC An EPC will be made available upon request. VAT We understand the property has been elected for VAT and VAT will be payable. Legal Costs Each party to be responsible for their own legal costs incurred in connection with the transaction. Inspection Faye Pattenden 01606 351351 Agency@fifieldglyn.com",5435.0,90.0,LL17 0LJ,['https://www.fifieldglyn.com/wp-content/uploads/2026/02/27-St-Asaph-Feb-26.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,,For Sale,2026-02-27,New
https://www.fifieldglyn.com/property/unit-21-st-asaph-business-park-st-asaph-denbighshire-ll17-0lj/,"Unit 21, St. Asaph Business Park, St. Asaph, Denbighshire, LL17 0LJ",,Office,"['https://www.fifieldglyn.com/wp-content/uploads/2025/10/e3e7f7ec-eb23-44c8-a1c8-6b8f13ad8f70_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/61750abf-1ac0-4659-96d9-20aec2f181a1_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/f6892160-b2ec-4f69-9d53-77526cce3e2c_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/5672d593-6d52-420f-a77e-a01612337d85_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/ed44af9c-fb12-4816-9270-950da88d92f9_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/aa7ccd7a-7545-4ec4-9252-fb45ea8e3634_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/71a797c1-3c57-4760-9a35-1c6d01b8f7bc_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/863451fb-6354-4315-9379-bb341507dbe9_web.jpg', 'https://www.fifieldglyn.com/wp-content/uploads/2025/10/4ce13c72-ef2d-4d74-b1d2-51cf0f962a94_web.jpg']","Situation Set in Denbighshire at the heart of North Wales and located off the A55 Expressway at junction 26, this Business Park offers quality mixed-use accommodation in 90 acres of beautifully landscaped land with generous parking. The park is home to more than 70 companies and organisations taking advantage of an excellent working environment supported by a regional population of 800,000 and a host of education and training centers. The property is strategically located within St Asaph, the foremost business park in North Wales. St Asaph Business park stands as a contemporary and regionally influential site, hosting leading-edge enterprises in science, engineering, energy, creative industries, and services. Renowned for its world-class expertise in opto-electronics, the Business Park is distinguished by the OpTIC technology centre of Wrexham Glyndwr University - a landmark hub for business, innovation, and technology. Description Discover an un-paralleled office environment within the St Asaph Business Park, where sophisticated and functionality converge. This contemporary self-contained office space boasts meticulous attention to detail and a suite of features designed to elevate your working experience. - Suspended ceilings with integral light fittings - Perimeter trunking - Double-glazing - Carpeted throughout - Male/Female WC facilities - Kitchen area - On-site car parking Tenure Comments The property is available by way of a new Lease on terms to be agreed. References & deposit will be required. Rent £32,000 EPC A fully copy of the EPC & Recommendation Report are available on request VAT We understand VAT will be applicable to the rental. Legal Costs Each party is to be responsible for their own legal costs Inspection Faye Pattenden 01606 351351 Agency@fifieldglyn.com",3554.0,90.0,LL17 0LJ,['https://www.fifieldglyn.com/wp-content/uploads/2026/02/21-St-Asaph-Feb-26.pdf'],Fifield Glyn,Faye Pattenden,Cheshire,Agency@fifieldglyn.com,01606 351 351,No. 1 Royal Mews Gadbrook Park Cheshire CW9 7UD,CW9 7UD,,For Sale,2026-02-27,New
